ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,0.09766831,-0.28060132,-0.037639912,0.007529361,0.19771433,0.03379734,0.030388167,-0.027678367,-0.06678853,0.08691753,0.24337494,0.07797821,0.012628594,-0.23141207,0.24996653,0.18505767,-0.39839345,0.069699496,-0.07372378,0.28237665,0.072795436,0.056587894,-0.035395212,-0.13094299,-0.05251516,0.08605635,-0.18584014,0.13959435,0.22522393,-0.037178393,-0.1211978,-0.123603,0.1003068,-0.0367768,-0.10183662,0.27270424,0.10763416,0.11028352,0.15709126,0.031975646,-0.21658412,0.19985951,0.030881975,-0.12820844,0.116059184,-0.13305746,0.072548494,-0.03072348,-0.034732558,0.022917613,0.33041778,0.07091589,0.01036499,-0.027941903,-0.042191584,-0.100720905,0.10475651,-0.067529246,-0.07515774,-0.20587374,-0.2152097,-0.10201763,0.1547225,-0.01332349,0.030202243,0.03062783,0.06543748,0.113918476,-0.24463627,-0.37801012,-0.017231926,0.01194129,-0.22188261,-0.03943678,0.06105379,-0.08578018,-0.14013328,-0.046382137,-0.18548506,-0.044198513,0.054582786,0.000445606,0.07510258,0.16337384,-0.010473229,0.23206624,0.0447187,-0.09103944,0.25109962,-0.01053255,0.17428306,-0.17277169,0.10869724,-0.14154904,0.33757198,0.0783375,0.16802919,-0.122653194,-0.017065063,0.118371285,0.079473905,-0.06340389,0.1792533,0.05388978,0.056077935,0.07594084,-0.009482409,0.13661876,0.14952342,-0.07144914,0.12901238,-0.2369497,-0.0873438,-0.07314267,0.006199617,-0.03155588,0.032348778,-0.056765903,-0.07781299,-0.05677738,-0.013182214,-0.22356741,-0.018448165,0.21094903,0.076400265,0.04387361,-0.0236762,-0.07698994
1,0.09428474,-0.28972632,0.025797099,-0.021735918,0.30589983,0.035462897,-0.060744576,-0.23866275,-0.05452344,0.14346834,0.07467002,0.005416086,-0.07325347,-0.07830026,0.11724598,0.084188156,-0.41093773,0.07867567,-0.24193545,0.3247676,0.13592117,-0.07266156,-0.17625235,-0.10444753,-0.22671744,0.07535131,-0.18443793,0.000616579,-0.025131373,-0.09459376,0.005100066,-0.004695293,0.016489418,-0.028241731,0.0763774,0.08043411,-0.08081473,-0.2000134,-0.16939563,0.05354456,0.094797164,0.08700927,-0.045881078,-0.047078792,0.18471076,0.048141696,-0.124636956,0.03500963,-0.25285026,-0.037169185,0.21914952,0.19091956,-0.050072655,-0.039794784,0.109351136,-0.1773583,0.1843188,-0.07112134,-0.03108726,-0.06970504,-0.17134708,-0.029344672,-0.016519634,0.12900732,0.013541595,-0.014999755,0.09976321,0.008263543,-0.039112464,-0.22556959,-0.07869564,0.06951819,-0.2483504,0.024651574,0.000564048,0.12147523,0.091125086,-0.086200684,-0.07276133,0.102357425,-0.21370472,0.041962415,0.08583763,0.1190274,0.075422764,0.359602,0.12798032,0.04718081,0.12451316,-0.1621796,0.035712685,-0.123424515,-0.0198127,0.027666774,0.07836081,0.10617947,0.123362444,-0.095308274,0.064934276,0.07734668,0.06928286,0.09841154,-0.010374455,0.007988119,0.049753588,0.21817148,0.046751186,0.28752637,0.29317865,-0.07538062,-0.016680412,-0.012199547,-0.16809498,-0.047609556,0.022133173,-0.10507478,0.06656609,0.1661913,0.00029314,0.15248089,-0.04041764,-0.12246542,0.019309819,0.03444683,0.006653307,-0.029844323,-0.0310245,0.042715352
2,0.30459464,-0.13875474,0.04606115,0.14249355,0.4214393,0.121497184,0.07180813,-0.27009377,0.014755924,0.054221693,0.23467405,0.1540283,-0.0040564,-0.004750987,0.083452046,-0.02052549,-0.29106602,0.014024702,-0.2527793,0.14716423,0.10293911,0.06034187,-0.043401018,-0.19725688,-0.08948297,0.004874733,-0.042768523,0.000535892,-0.0839199,-0.22976892,-0.043590166,0.24581489,0.15709421,0.05438134,0.05764134,0.3100883,0.20981501,-0.03400495,-0.06425304,0.085920714,-2.28E-05,0.15245883,-0.028377673,0.060126286,0.2232123,0.017513037,-0.14138168,-0.20766151,-0.06967309,0.032879367,0.2667712,0.011204241,0.13158157,0.061808534,-0.061861094,-0.02098395,0.15831277,0.08684155,-0.16282202,0.08484805,-0.20714256,-0.07881928,0.06705747,0.15378822,0.14638898,-0.14983301,-0.121651806,-0.11710233,0.059960257,-0.2020886,-0.121571735,-0.045693386,-0.2590857,-0.3473572,0.13687006,-0.047346912,-0.07612696,-0.044061188,-0.03983737,0.24037218,-0.10755316,0.09111806,0.38579357,0.09704788,0.07473377,0.18021768,0.23648848,-0.3102931,0.036868166,0.111228466,-0.064729,0.050930616,-0.11197666,0.0838415,0.327596,-0.0629306,0.038685024,0.04556414,0.014898,0.03523728,-0.24115291,0.26649967,-0.18871738,-0.1074614,-0.008671546,0.20604035,-0.15537113,0.2703228,0.060750723,-0.007294369,0.06552018,-0.17869714,0.07941798,0.11322998,-0.021524893,-0.034690976,-0.12258893,-0.049784392,-0.00582387,0.08013513,-0.10496426,-0.11890842,-0.13012882,-0.10264249,-0.17603819,-0.052659597,0.020443687,0.000668688
3,0.16644505,-0.2500341,-0.04482623,-0.03725346,0.33748555,0.11845369,-0.1464061,-0.1703366,0.017420162,0.016689144,0.090445995,0.021114273,-0.02607181,-0.088578776,0.21349439,0.1166537,-0.3707572,-0.114476144,-0.18426111,0.333471,0.2867051,-0.086271524,-0.2721468,-0.27541792,-0.34782118,0.11334073,-0.16021371,0.052487314,-0.09839821,-0.05030425,-0.07679392,0.17458284,-0.15024751,-0.014628859,0.043895982,-0.043178786,-0.21373409,-0.26308104,-0.2528609,0.09366115,0.14345261,0.05904122,0.004750623,-0.058127414,0.23790552,0.015530927,-0.025263065,-0.03791939,-0.34065372,-0.06637894,0.17270085,0.18648276,-0.023367494,0.004345832,0.14730142,-0.25073153,0.008296533,-0.0301553,0.08127366,0.076620504,-0.20304583,-0.02207914,-0.044598203,0.19691817,0.04614317,0.06251242,0.003935902,-0.010478249,-0.02076435,-0.26287386,-0.058469564,0.03317308,-0.24940515,-0.00050894,0.034638394,-0.028468054,0.06319963,0.09468683,-0.11305044,0.119851105,-0.20452257,0.001387287,-0.0192458,0.098654136,0.08925347,0.3557889,0.15966742,0.014264097,0.1364736,-0.32299343,-0.015438201,-0.06546566,0.035976104,0.10337833,-0.015924633,0.17943983,-0.09933377,-0.21445535,-0.000591232,0.021143219,-0.06577253,-0.055807818,-0.12987421,0.016197888,0.029615397,0.15119326,0.12257493,0.22174588,0.31284478,-0.19752936,-0.101794705,0.09095689,-0.11100515,0.08416131,-0.13458893,-0.11134522,-0.027638173,0.13943167,-0.006631245,0.109435745,-0.16051386,-0.19802211,-0.041722246,0.01465149,0.07500317,0.017362997,-0.010546587,0.0743673
4,0.13392103,-0.12602529,0.05553456,0.07344373,0.4233686,0.07667442,-0.09236832,-0.24270405,-0.055489555,0.13490745,0.11078091,0.020670334,-0.0692341,-0.012349527,0.097859256,0.023481451,-0.339576,-0.062094066,-0.21779868,0.122257814,0.1748229,0.039531138,-0.0645733,-0.13215761,-0.18743908,0.07143504,-0.11424359,0.019134045,-0.027116524,-0.19634356,-0.10566352,0.1905774,0.007594146,0.13149236,0.032213707,0.19714549,-0.05410437,-0.21382742,-0.13958631,0.12187888,0.12818779,0.108746745,-0.01905067,0.044120334,0.20782949,0.06372141,-0.14620289,-0.056597807,-0.22366838,0.011396696,0.23413734,0.11617669,0.07749675,0.014141937,0.10065395,-0.033460736,0.13689387,0.038348187,-0.10743221,0.048795965,-0.25370312,-0.019791063,0.012683135,0.15271597,0.09022221,-0.15682864,0.060610227,-0.03952445,-0.008458325,-0.1705593,-0.068218306,-0.031055504,-0.23350748,-0.16874453,0.05368728,0.024031458,0.007389246,-0.06463655,-0.09058461,0.18660836,-0.21965416,-0.03149575,0.1718497,0.11587245,0.13321652,0.19432558,0.18453188,-0.14742765,0.030947082,-0.003531702,-0.12318986,-0.05609995,-0.13312265,0.08204489,0.13732268,0.048000857,0.042256862,0.012235222,-0.005197658,0.062887214,-0.16077922,0.17585066,-0.2222756,-0.030820487,0.035429113,0.18528852,-0.08431096,0.22654559,0.1474869,-0.099630006,0.042723257,-0.102516055,-0.09235748,0.09808244,-0.009464733,-0.09427537,-0.07636815,-0.025173547,-0.02003846,0.028270349,-0.088441744,-0.10413954,-0.070009604,-0.097134486,-0.12815467,-0.04812768,0.043633405,-0.02995111
5,0.07178821,-0.17084579,0.002616249,-0.04198746,0.27943748,-0.007915246,-0.12533085,-0.032992944,0.008991686,0.24385403,0.1312259,0.13663669,0.03630208,-0.08238164,0.2697167,0.16476768,-0.20541325,-0.048623085,-0.17467877,0.2786865,0.108683355,-0.11537101,-0.16907221,-0.25155607,-0.3928375,0.18700622,-0.29702696,-0.111084595,0.019854447,-0.08158811,-0.123421796,-0.03038615,-0.11213077,0.14078496,-0.015860677,0.13399094,-0.14375608,-0.28740454,-0.19150078,0.122863606,0.07961027,0.18425103,-0.057513874,-0.008947308,0.20741649,-0.098936565,-0.2565669,0.13377674,-0.19960883,-0.2009328,0.11288123,0.17545182,-0.02940618,-0.07126239,0.07299115,-0.31237873,-0.002125182,0.013530649,0.042967882,-0.07040595,-0.28297362,0.040978678,0.007084034,0.107791595,0.066447146,0.15242329,-0.023070205,0.14408031,-0.092901014,-0.07987472,0.040832963,-0.024318678,-0.3121392,0.08005699,0.08777482,-0.18094456,0.06480025,0.009251187,-0.11265566,0.029458093,-0.23440273,-0.27006894,0.0756164,0.13189495,-0.12528256,0.3275218,-0.021632545,-0.07790182,0.13472916,-0.25263202,-0.051513374,-0.05412545,-0.057820253,0.09459514,0.019571645,0.086258106,-0.10551986,0.009189919,-0.014809768,0.05644767,-0.16756733,-0.16107105,-0.16263789,-0.12707733,-0.06978747,0.13066043,0.114140615,-0.008399617,0.2361105,-0.220428,0.15234245,0.18295538,-0.20844823,-0.008722354,0.107158415,-0.05210503,-0.035003487,0.2294413,-0.0712748,0.07063668,-0.14833947,-0.2240942,-0.000831504,0.021759719,-0.10627671,0.027501326,-0.023588846,0.029003145
6,0.100505404,-0.1614839,-0.076962575,0.051435485,0.13407014,0.01794625,0.04296205,-0.05374923,-0.07648557,0.067948036,0.17759886,0.069259256,-0.042477787,-0.17247184,0.21688606,0.1460792,-0.23147264,0.104905166,-0.11395827,0.23030396,0.06954179,0.059751842,-0.070363805,-0.16588856,-0.13189642,0.07926745,-0.21867128,0.12819658,0.15068208,-0.019183353,-0.12070157,0.001035793,0.0233514,0.014358823,-0.013444471,0.21698947,0.08840835,0.011958089,0.08999147,0.021774117,-0.12659678,0.14259474,-0.008780317,-0.11609647,0.17907494,-0.12882397,0.017978357,-0.021027204,-0.08197627,-0.027459893,0.28315368,0.07290826,0.02797815,0.009446332,-0.056664165,-0.121187426,0.101094514,-0.03981171,-0.063076966,-0.107046634,-0.2235513,-0.06954348,0.16693372,-0.025891075,0.014373111,-0.008571008,0.056291923,0.09138067,-0.16853246,-0.28230137,-0.07372404,-0.00154089,-0.21294473,-0.064946435,0.08682741,-0.10139248,-0.06980353,-0.022367837,-0.14218435,-0.023172662,-0.022574874,-0.07500876,0.08663643,0.12347112,0.04681946,0.20391373,0.022495499,-0.14493681,0.25694945,-0.000778739,0.06398114,-0.13755223,0.04112508,-0.09028008,0.25858268,0.029299783,0.073464446,-0.095699295,-0.04142632,0.1134735,0.006176474,-0.011583533,0.08593559,0.054374624,0.044343963,0.04667658,-0.049959302,0.13280196,0.113315366,-0.08434283,0.106380485,-0.1513598,-0.057426468,-0.04045427,0.048685443,0.033196647,0.009654348,0.015662285,-0.041905086,-0.010091662,-0.054245435,-0.16255726,-0.07616921,0.20291473,-0.026070334,-0.03015276,-0.07673311,-0.044734497
7,0.005405224,-0.050649427,0.03347432,0.13504246,0.15229495,0.05599722,0.09575282,-0.002818668,-0.13486929,0.087826476,0.25586185,0.15949874,-0.067383185,0.002134785,0.016746687,0.21171358,-0.2351908,0.023077466,-0.022592954,0.13973318,0.07222582,0.09057094,-0.119072385,-0.23484364,-0.109269276,0.14832398,-0.17268415,0.19861823,0.013854228,-0.10825933,0.007813693,-0.12557606,0.109191105,0.13933933,0.013177465,0.14690702,0.14561906,-0.020173226,-0.10154424,0.12545384,-0.054572918,0.03611657,0.05297811,-0.15481652,0.26142347,0.2055344,-0.036480892,-0.1841254,-0.06165546,-0.012415005,0.07503771,0.068565615,0.00232831,-0.10627841,-0.010468736,-0.08861947,0.21193862,-0.09515186,-0.02882247,-0.025029877,-0.037609726,-0.12104724,0.03010429,-0.14249395,0.13752201,-0.18900527,-0.10526446,-0.038312536,-0.13017468,-0.20137921,-0.08733105,-0.093077615,-0.28636137,-0.16612989,0.15147354,-0.12903778,-0.16600268,-0.08867264,-0.1527269,0.12330934,-0.07425032,0.12558183,0.08177742,0.11209378,0.2154191,0.25799116,0.100967355,-0.046168078,0.2986,-0.06004652,0.17976852,-0.15649672,0.16770491,0.14522077,0.034520004,0.047347497,0.21292235,-0.08254921,0.032195628,-0.3479201,-0.32495818,-0.1697162,-0.010801984,0.17171252,0.19226469,-0.04817326,-0.08353497,0.30993488,0.15630248,-0.21355197,-0.02615052,-0.19092135,-0.07048585,-0.05084923,0.021189164,-0.14903209,0.14541595,0.011391026,-0.08334804,-0.22731507,-0.085446686,-0.2192658,-0.21758206,-0.003598157,-0.1373144,-0.00703135,0.009717924,0.020206638
8,0.034597307,-0.12440661,-0.11918455,-0.09427551,0.15174358,-0.05972929,0.15972261,-0.009233579,-0.13796073,0.061178133,0.06351392,0.045293465,-0.026488775,-0.30965865,0.075788245,0.10748948,-0.22184654,0.071055666,-0.17045492,0.04977438,0.15791425,0.004863067,-0.13398008,-0.046984527,-0.20004752,0.06996706,-0.17780444,0.093675256,0.084762305,-0.08334305,0.014395747,-0.060000498,-0.024433263,0.0788598,0.0032091,0.35469636,0.065737315,0.01672231,0.04099365,-0.100556284,-0.10987316,0.20792812,0.13789573,-0.04328587,0.2505571,-0.19811533,0.051882815,-0.06002203,-0.19168316,-0.14433338,0.19502595,0.08151189,0.068785086,-0.016928291,-0.2298321,-0.08645785,0.10791206,-0.119680695,-0.3015691,-0.16130108,-0.19815777,0.04313504,0.15328175,0.03735917,0.031929202,-0.109770514,0.0070784,0.18910791,-0.23928607,-0.43433487,-0.28022763,-0.086762935,0.015211447,-0.12285774,-0.06304745,-0.014006035,-0.05437489,-0.15536293,-0.063353375,-0.087603346,-0.11369703,-0.01992844,0.02040698,-0.059976403,0.0529128,0.036741287,0.03472381,-0.09673248,0.08894768,0.23436257,0.007951487,-0.109923266,-0.040537667,-0.026737377,0.04751312,-0.02932441,-0.009822748,-0.155694,-0.007683333,0.123742476,-0.105617955,0.021120911,0.11295742,-0.06624097,0.039836444,-0.15883541,-0.27636588,0.33160946,0.1538675,-0.047829952,0.042594,-0.17817643,0.03154336,-0.05505736,0.023399485,-0.015388392,-0.034903046,-0.017515054,0.15726286,0.006637398,-0.02968158,-0.1816006,0.09042545,0.1964369,-0.13857065,0.113187686,-0.28710356,-0.055056006
9,0.0475245,-0.20203516,-0.07793003,0.05913323,0.14280131,-0.017968303,0.018761197,0.037645597,-0.09889778,0.091827765,0.22803885,0.102294385,-0.015369519,-0.19968997,0.1916453,0.1138506,-0.32138294,0.02993196,-0.06350609,0.20549251,0.043995753,0.0137507,-0.047244024,-0.17659259,-0.17221828,0.10541894,-0.18346448,0.11962843,0.14436875,-0.058179338,-0.0675496,0.023868345,0.04168829,0.08587142,-0.046563644,0.25712827,0.120650195,0.11737415,0.11313143,0.069252364,-0.18925029,0.23694928,0.07854105,-0.13641022,0.19010998,-0.084491484,0.06012744,-0.023677235,-0.09636156,-0.040240973,0.33903873,0.111948475,0.10975219,-0.02850425,0.04720919,-0.064448364,0.084040835,0.050659046,-0.15118662,-0.10627175,-0.16800189,-0.12808841,0.18393673,-0.008753526,0.06545682,0.032047227,0.016880484,0.10586586,-0.13361539,-0.3659952,-0.088429116,-0.011568815,-0.19777967,-0.1462596,0.028175827,-0.110902846,-0.09110291,-0.04408368,-0.14390703,-0.02460347,0.011466744,-0.05007673,0.048103254,0.17887175,-0.05416564,0.2526055,0.07788605,-0.10602925,0.28690508,0.04368825,0.110441744,-0.077259436,0.20063613,-0.14843094,0.29035664,-0.04204435,0.06630297,-0.12289351,-0.013824487,0.0628941,-0.028428856,-0.017298786,0.059620287,0.07581393,0.014475834,0.042398036,-0.07024217,0.15469968,0.18791954,-0.07991788,0.09322876,-0.19369914,-0.048522793,-0.027501982,-0.056066327,-0.05109718,-0.008543961,-0.006504525,-0.1097038,-0.08243723,-0.12817536,-0.21646641,-0.07228094,0.13221066,-0.08608049,-0.032884117,-0.036515202,-0.055461194
