ID_A,ID_B,Level,label
233,267,Major,0
233,346,Moderate,1
233,585,Moderate,1
233,1085,Moderate,1
233,1203,Moderate,1
233,1326,Major,0
233,1419,Moderate,1
264,234,Moderate,1
234,267,Major,0
234,346,Moderate,1
354,234,Moderate,1
234,361,Moderate,1
234,455,Moderate,1
234,567,Moderate,1
234,585,Major,0
713,234,Moderate,1
234,789,Moderate,1
234,849,Moderate,1
234,1019,Moderate,1
234,1085,Moderate,1
234,1087,Moderate,1
234,1093,Moderate,1
234,1103,Major,0
234,1203,Moderate,1
234,1326,Major,0
234,1372,Moderate,1
234,1380,Major,0
1419,234,Moderate,1
234,1446,Moderate,1
234,1525,Moderate,1
234,1526,Major,0
985,238,Moderate,1
1105,238,Moderate,1
985,242,Moderate,1
1105,242,Moderate,1
243,985,Moderate,1
243,1105,Moderate,1
985,244,Moderate,1
1105,244,Moderate,1
985,245,Moderate,1
985,246,Moderate,1
247,985,Moderate,1
1105,247,Moderate,1
251,985,Moderate,1
251,1105,Moderate,1
985,252,Moderate,1
985,253,Moderate,1
1105,253,Moderate,1
985,254,Moderate,1
1105,254,Moderate,1
985,255,Moderate,1
1105,255,Moderate,1
985,257,Moderate,1
258,352,Moderate,1
354,258,Moderate,1
258,710,Moderate,1
258,893,Moderate,1
258,920,Moderate,1
258,985,Moderate,1
258,1376,Moderate,1
258,1508,Moderate,1
985,259,Moderate,1
549,261,Moderate,1
985,261,Moderate,1
354,262,Moderate,1
985,262,Moderate,1
985,263,Moderate,1
1105,263,Moderate,1
264,181,Moderate,1
286,264,Moderate,1
264,303,Moderate,1
332,264,Moderate,1
354,264,Moderate,1
264,358,Moderate,1
264,371,Moderate,1
264,382,Moderate,1
264,386,Minor,2
264,434,Moderate,1
264,460,Minor,2
264,492,Moderate,1
264,511,Moderate,1
264,519,Moderate,1
264,555,Moderate,1
264,559,Moderate,1
264,574,Moderate,1
590,264,Moderate,1
264,594,Moderate,1
601,264,Moderate,1
264,603,Moderate,1
264,606,Moderate,1
669,264,Moderate,1
264,679,Moderate,1
264,690,Moderate,1
264,709,Moderate,1
264,712,Moderate,1
264,713,Moderate,1
723,264,Moderate,1
264,765,Moderate,1
264,775,Moderate,1
264,778,Moderate,1
264,798,Moderate,1
264,849,Moderate,1
264,884,Moderate,1
264,888,Moderate,1
264,892,Moderate,1
264,905,Moderate,1
264,914,Moderate,1
264,921,Moderate,1
264,925,Moderate,1
264,936,Moderate,1
945,264,Moderate,1
264,953,Moderate,1
264,958,Moderate,1
987,264,Moderate,1
264,999,Moderate,1
264,1002,Moderate,1
1026,264,Moderate,1
1046,264,Moderate,1
264,1048,Moderate,1
264,1069,Moderate,1
264,1076,Moderate,1
264,1108,Moderate,1
264,1111,Moderate,1
264,1121,Moderate,1
264,1155,Moderate,1
264,1162,Moderate,1
264,1190,Moderate,1
264,1192,Moderate,1
1204,264,Moderate,1
1209,264,Moderate,1
264,1210,Moderate,1
264,1214,Moderate,1
264,412,Moderate,1
264,1216,Moderate,1
264,1259,Moderate,1
264,1261,Moderate,1
264,1272,Moderate,1
264,1274,Moderate,1
264,1288,Moderate,1
264,1370,Moderate,1
1423,264,Moderate,1
1434,264,Moderate,1
264,1451,Moderate,1
1465,264,Moderate,1
264,1478,Moderate,1
264,1479,Moderate,1
264,29,Moderate,1
264,1542,Moderate,1
265,267,Moderate,1
334,265,Major,0
265,342,Moderate,1
265,346,Moderate,1
352,265,Moderate,1
265,372,Moderate,1
375,265,Moderate,1
455,265,Moderate,1
472,265,Moderate,1
473,265,Moderate,1
265,505,Major,0
265,510,Major,0
265,511,Moderate,1
527,265,Moderate,1
558,265,Moderate,1
560,265,Moderate,1
561,265,Moderate,1
265,567,Major,0
265,654,Major,0
265,703,Moderate,1
265,709,Moderate,1
710,265,Moderate,1
713,265,Moderate,1
744,265,Moderate,1
745,265,Moderate,1
768,265,Moderate,1
265,769,Moderate,1
788,265,Moderate,1
265,789,Moderate,1
799,265,Moderate,1
265,849,Major,0
886,265,Moderate,1
265,957,Moderate,1
265,1008,Major,0
1019,265,Moderate,1
265,1022,Moderate,1
265,1047,Major,0
265,1064,Moderate,1
1087,265,Moderate,1
265,1088,Moderate,1
265,1093,Moderate,1
265,1103,Moderate,1
1161,265,Moderate,1
265,1170,Moderate,1
265,1171,Moderate,1
265,1257,Moderate,1
265,1282,Moderate,1
265,1290,Moderate,1
265,1326,Major,0
1327,265,Moderate,1
265,1345,Major,0
1346,265,Moderate,1
1372,265,Moderate,1
1376,265,Moderate,1
1381,265,Moderate,1
265,1397,Moderate,1
1398,265,Moderate,1
1419,265,Moderate,1
265,1446,Moderate,1
1457,265,Moderate,1
1458,265,Moderate,1
1466,265,Moderate,1
265,1507,Moderate,1
1519,265,Moderate,1
265,1525,Moderate,1
265,1526,Major,0
1534,265,Moderate,1
1535,265,Moderate,1
1536,265,Moderate,1
1537,265,Moderate,1
266,985,Moderate,1
266,1105,Moderate,1
2,267,Major,0
10,267,Moderate,1
40,267,Moderate,1
53,267,Moderate,1
64,267,Major,0
72,267,Major,0
267,92,Moderate,1
96,267,Major,0
129,267,Major,0
146,267,Major,0
267,147,Major,0
168,267,Major,0
195,267,Moderate,1
208,267,Moderate,1
232,267,Major,0
268,267,Moderate,1
271,267,Moderate,1
275,267,Moderate,1
282,267,Major,0
286,267,Major,0
287,267,Moderate,1
289,267,Moderate,1
295,267,Moderate,1
296,267,Moderate,1
298,267,Major,0
299,267,Moderate,1
300,267,Moderate,1
303,267,Major,0
304,267,Major,0
306,267,Major,0
309,267,Major,0
312,267,Major,0
314,267,Moderate,1
320,267,Moderate,1
321,267,Major,0
325,267,Major,0
326,267,Moderate,1
329,267,Moderate,1
330,267,Moderate,1
332,267,Major,0
267,333,Major,0
334,267,Major,0
339,267,Major,0
341,267,Major,0
267,342,Major,0
346,267,Major,0
352,267,Moderate,1
354,267,Major,0
358,267,Moderate,1
267,360,Major,0
365,267,Moderate,1
367,267,Moderate,1
368,267,Moderate,1
371,267,Major,0
267,372,Minor,2
373,267,Moderate,1
375,267,Major,0
376,267,Major,0
377,267,Major,0
379,267,Moderate,1
267,382,Major,0
383,267,Major,0
386,267,Major,0
392,267,Major,0
267,399,Major,0
401,267,Moderate,1
402,267,Moderate,1
406,267,Moderate,1
435,267,Major,0
436,267,Major,0
438,267,Major,0
452,267,Major,0
455,267,Major,0
457,267,Major,0
458,267,Major,0
460,267,Moderate,1
267,462,Minor,2
468,267,Moderate,1
469,267,Major,0
470,267,Major,0
472,267,Major,0
473,267,Major,0
478,267,Major,0
479,267,Major,0
480,267,Major,0
483,267,Moderate,1
267,484,Major,0
492,267,Major,0
267,493,Major,0
495,267,Major,0
497,267,Major,0
501,267,Moderate,1
267,505,Major,0
506,267,Moderate,1
267,510,Major,0
511,267,Major,0
517,267,Major,0
518,267,Major,0
267,521,Minor,2
267,522,Major,0
524,267,Major,0
525,267,Major,0
526,267,Major,0
527,267,Moderate,1
267,529,Moderate,1
530,267,Major,0
531,267,Major,0
267,533,Moderate,1
534,267,Major,0
535,267,Moderate,1
543,267,Major,0
551,267,Moderate,1
558,267,Moderate,1
559,267,Moderate,1
560,267,Major,0
563,267,Major,0
267,567,Major,0
568,267,Moderate,1
569,267,Major,0
581,267,Major,0
585,267,Major,0
587,267,Major,0
588,267,Major,0
590,267,Major,0
594,267,Moderate,1
597,267,Moderate,1
599,267,Moderate,1
601,267,Major,0
603,267,Major,0
605,267,Moderate,1
608,267,Major,0
267,609,Major,0
612,267,Moderate,1
646,267,Major,0
267,654,Major,0
656,267,Moderate,1
657,267,Moderate,1
660,267,Moderate,1
267,661,Moderate,1
666,267,Major,0
667,267,Major,0
669,267,Major,0
670,267,Moderate,1
674,267,Major,0
678,267,Major,0
679,267,Major,0
680,267,Major,0
684,267,Major,0
698,267,Major,0
700,267,Major,0
703,267,Major,0
705,267,Major,0
708,267,Major,0
709,267,Major,0
710,267,Moderate,1
711,267,Major,0
713,267,Moderate,1
715,267,Major,0
717,267,Moderate,1
719,267,Major,0
744,267,Major,0
745,267,Major,0
748,267,Major,0
750,267,Moderate,1
751,267,Moderate,1
754,267,Moderate,1
755,267,Major,0
761,267,Major,0
267,762,Major,0
763,267,Major,0
267,764,Major,0
765,267,Major,0
267,767,Major,0
768,267,Moderate,1
774,267,Major,0
778,267,Major,0
779,267,Major,0
267,781,Moderate,1
782,267,Moderate,1
786,267,Moderate,1
788,267,Major,0
267,789,Major,0
267,790,Moderate,1
267,792,Major,0
793,267,Major,0
267,794,Major,0
267,796,Major,0
267,797,Moderate,1
267,798,Moderate,1
799,267,Moderate,1
801,267,Major,0
267,821,Moderate,1
267,804,Major,0
267,807,Major,0
808,267,Major,0
809,267,Moderate,1
813,267,Major,0
802,267,Major,0
817,267,Major,0
827,267,Moderate,1
834,267,Major,0
267,836,Major,0
267,837,Moderate,1
838,267,Major,0
839,267,Major,0
840,267,Major,0
842,267,Major,0
267,849,Major,0
851,267,Moderate,1
852,267,Major,0
856,267,Major,0
858,267,Major,0
267,859,Major,0
267,860,Moderate,1
267,863,Major,0
864,267,Major,0
865,267,Moderate,1
267,866,Moderate,1
267,868,Moderate,1
267,871,Moderate,1
872,267,Moderate,1
877,267,Major,0
878,267,Major,0
889,267,Major,0
935,267,Moderate,1
905,267,Major,0
1058,267,Major,0
912,267,Major,0
920,267,Moderate,1
921,267,Major,0
925,267,Moderate,1
932,267,Major,0
936,267,Major,0
939,267,Major,0
941,267,Major,0
945,267,Major,0
946,267,Minor,2
953,267,Moderate,1
955,267,Major,0
957,267,Major,0
958,267,Major,0
959,267,Moderate,1
967,267,Minor,2
968,267,Major,0
971,267,Major,0
974,267,Moderate,1
980,267,Major,0
983,267,Major,0
988,267,Major,0
989,267,Moderate,1
267,991,Moderate,1
994,267,Major,0
996,267,Moderate,1
1001,267,Moderate,1
1002,267,Major,0
1003,267,Major,0
1005,267,Major,0
267,1008,Moderate,1
1011,267,Moderate,1
1013,267,Major,0
1016,267,Moderate,1
1019,267,Major,0
1020,267,Major,0
1021,267,Major,0
267,1023,Moderate,1
1024,267,Major,0
1026,267,Moderate,1
1033,267,Moderate,1
1037,267,Major,0
1040,267,Major,0
1045,267,Major,0
1046,267,Moderate,1
267,1047,Major,0
267,1048,Major,0
267,1050,Moderate,1
1056,267,Major,0
267,1063,Major,0
267,1064,Major,0
1065,267,Moderate,1
1071,267,Moderate,1
1076,267,Major,0
267,1085,Major,0
1087,267,Moderate,1
267,1088,Major,0
1089,267,Major,0
1090,267,Major,0
1093,267,Major,0
1094,267,Moderate,1
1095,267,Major,0
1098,267,Moderate,1
1102,267,Major,0
1103,267,Major,0
267,1106,Major,0
1108,267,Major,0
1110,267,Major,0
1112,267,Moderate,1
1118,267,Major,0
1121,267,Major,0
267,1122,Major,0
1129,267,Moderate,1
1136,267,Moderate,1
1145,267,Major,0
1152,267,Major,0
1153,267,Minor,2
1154,267,Major,0
1155,267,Major,0
1160,267,Moderate,1
1161,267,Moderate,1
267,1164,Major,0
1170,267,Moderate,1
1171,267,Major,0
1172,267,Major,0
267,1182,Major,0
1184,267,Moderate,1
1190,267,Moderate,1
1191,267,Moderate,1
1192,267,Moderate,1
1197,267,Major,0
1198,267,Major,0
1200,267,Major,0
1201,267,Major,0
1204,267,Major,0
1209,267,Major,0
1210,267,Major,0
1211,267,Major,0
412,267,Major,0
1216,267,Major,0
1219,267,Major,0
1228,267,Major,0
1231,267,Major,0
1232,267,Major,0
1238,267,Moderate,1
1241,267,Moderate,1
1242,267,Major,0
1246,267,Moderate,1
267,1247,Major,0
267,1248,Moderate,1
1251,267,Moderate,1
1254,267,Minor,2
267,1257,Major,0
1258,267,Moderate,1
1259,267,Major,0
1261,267,Moderate,1
1263,267,Major,0
267,1266,Moderate,1
1268,267,Moderate,1
267,1269,Major,0
1272,267,Major,0
1273,267,Major,0
1274,267,Major,0
1275,267,Moderate,1
1276,267,Moderate,1
267,1281,Moderate,1
1282,267,Major,0
1284,267,Minor,2
1285,267,Moderate,1
1286,267,Moderate,1
267,1288,Major,0
1289,267,Moderate,1
1290,267,Major,0
1296,267,Major,0
1300,267,Major,0
267,1301,Moderate,1
1302,267,Moderate,1
1306,267,Moderate,1
267,1311,Major,0
267,1312,Major,0
267,1313,Moderate,1
1314,267,Major,0
1316,267,Major,0
1317,267,Minor,2
1318,267,Major,0
1319,267,Major,0
1325,267,Major,0
267,1326,Major,0
1327,267,Major,0
1328,267,Moderate,1
1331,267,Moderate,1
1343,267,Major,0
267,1345,Major,0
1346,267,Major,0
1348,267,Major,0
1349,267,Major,0
267,1354,Moderate,1
1360,267,Moderate,1
1366,267,Minor,2
1367,267,Moderate,1
1368,267,Moderate,1
1372,267,Major,0
1374,267,Major,0
1375,267,Moderate,1
1376,267,Major,0
1377,267,Moderate,1
267,1380,Moderate,1
1381,267,Major,0
1382,267,Major,0
267,1384,Moderate,1
267,1386,Major,0
1389,267,Major,0
1390,267,Major,0
1392,267,Major,0
267,1394,Moderate,1
1397,267,Major,0
1398,267,Moderate,1
1401,267,Major,0
1402,267,Major,0
1403,267,Major,0
1408,267,Major,0
1419,267,Moderate,1
1421,267,Moderate,1
1437,267,Moderate,1
1425,267,Major,0
1428,267,Moderate,1
1429,267,Major,0
1434,267,Major,0
1443,267,Major,0
1446,267,Major,0
1447,267,Moderate,1
1449,267,Moderate,1
1452,267,Moderate,1
1453,267,Major,0
1455,267,Moderate,1
1457,267,Major,0
1456,267,Moderate,1
1458,267,Major,0
1464,267,Major,0
1466,267,Moderate,1
1469,267,Moderate,1
1470,267,Moderate,1
1473,267,Major,0
267,1475,Major,0
1478,267,Major,0
1479,267,Major,0
29,267,Major,0
1488,267,Major,0
1492,267,Major,0
1493,267,Moderate,1
267,1494,Major,0
267,1501,Major,0
267,1503,Major,0
1504,267,Moderate,1
267,1507,Major,0
267,1512,Major,0
1515,267,Moderate,1
1519,267,Major,0
1520,267,Major,0
1522,267,Major,0
1525,267,Major,0
267,1526,Major,0
1527,267,Major,0
1528,267,Major,0
1533,267,Major,0
1534,267,Major,0
1535,267,Major,0
1536,267,Major,0
1537,267,Major,0
1541,267,Major,0
1542,267,Major,0
267,1545,Major,0
1547,267,Moderate,1
1550,267,Moderate,1
267,1553,Major,0
1560,267,Major,0
1563,267,Moderate,1
1564,267,Moderate,1
271,53,Minor,2
271,346,Moderate,1
354,271,Moderate,1
271,358,Minor,2
271,361,Moderate,1
271,375,Moderate,1
271,510,Moderate,1
271,511,Minor,2
271,567,Moderate,1
271,585,Moderate,1
271,709,Moderate,1
271,713,Moderate,1
271,767,Minor,2
271,788,Moderate,1
271,789,Moderate,1
271,849,Minor,2
271,971,Minor,2
271,1019,Moderate,1
271,1085,Moderate,1
271,1093,Moderate,1
271,1103,Moderate,1
271,1257,Moderate,1
271,1288,Moderate,1
271,1326,Major,0
271,1327,Moderate,1
271,1376,Moderate,1
271,1397,Moderate,1
271,1525,Minor,2
320,272,Moderate,1
431,272,Moderate,1
517,272,Moderate,1
272,709,Moderate,1
793,272,Major,0
920,272,Moderate,1
272,1403,Major,0
1437,272,Moderate,1
1458,272,Moderate,1
269,1203,Moderate,1
274,68,Moderate,1
274,70,Moderate,1
274,275,Moderate,1
274,276,Moderate,1
274,302,Minor,2
274,303,Minor,2
308,274,Major,0
274,320,Moderate,1
274,332,Major,0
274,352,Moderate,1
274,356,Moderate,1
274,357,Moderate,1
274,359,Moderate,1
274,362,Moderate,1
274,376,Moderate,1
274,377,Moderate,1
274,378,Moderate,1
274,380,Major,0
274,385,Minor,2
274,444,Moderate,1
274,451,Moderate,1
274,455,Moderate,1
274,472,Moderate,1
274,473,Moderate,1
274,507,Minor,2
274,517,Moderate,1
274,558,Moderate,1
274,585,Major,0
274,589,Moderate,1
274,592,Moderate,1
274,600,Moderate,1
274,646,Minor,2
274,669,Minor,2
274,699,Moderate,1
274,708,Moderate,1
274,710,Moderate,1
274,713,Moderate,1
274,793,Major,0
274,813,Minor,2
274,839,Minor,2
274,841,Moderate,1
274,859,Moderate,1
274,882,Moderate,1
274,893,Moderate,1
274,902,Moderate,1
274,920,Moderate,1
274,970,Moderate,1
274,972,Moderate,1
274,977,Moderate,1
983,274,Minor,2
274,992,Major,0
274,1004,Moderate,1
274,1023,Moderate,1
274,1037,Minor,2
274,1045,Minor,2
274,1047,Moderate,1
274,1053,Moderate,1
274,1085,Major,0
274,1105,Moderate,1
274,1114,Moderate,1
274,1165,Moderate,1
274,1235,Moderate,1
274,1280,Moderate,1
274,1290,Moderate,1
274,1298,Major,0
274,1326,Major,0
274,1339,Moderate,1
274,1349,Minor,2
274,1356,Moderate,1
274,1357,Moderate,1
274,1396,Moderate,1
274,1403,Major,0
274,1419,Major,0
274,1437,Moderate,1
274,1426,Major,0
274,1446,Major,0
274,1455,Moderate,1
274,1498,Minor,2
274,1507,Major,0
274,1514,Moderate,1
274,1534,Moderate,1
274,1537,Moderate,1
1540,274,Moderate,1
275,130,Moderate,1
308,275,Major,0
275,320,Moderate,1
275,334,Moderate,1
275,342,Moderate,1
275,346,Moderate,1
275,352,Minor,2
354,275,Moderate,1
275,356,Moderate,1
275,359,Moderate,1
275,362,Moderate,1
275,372,Minor,2
275,375,Moderate,1
275,376,Moderate,1
275,377,Moderate,1
275,378,Moderate,1
275,455,Moderate,1
275,472,Moderate,1
275,473,Moderate,1
275,505,Major,0
275,510,Major,0
275,511,Moderate,1
517,275,Moderate,1
275,526,Moderate,1
275,558,Moderate,1
275,560,Major,0
275,567,Moderate,1
589,275,Moderate,1
275,592,Moderate,1
275,600,Moderate,1
275,654,Moderate,1
275,699,Moderate,1
275,703,Moderate,1
275,708,Moderate,1
275,709,Moderate,1
275,710,Moderate,1
275,744,Moderate,1
275,745,Moderate,1
275,768,Moderate,1
275,769,Moderate,1
275,788,Moderate,1
275,789,Moderate,1
275,793,Moderate,1
275,795,Moderate,1
275,841,Moderate,1
275,849,Moderate,1
275,882,Moderate,1
275,893,Moderate,1
275,902,Moderate,1
275,920,Moderate,1
275,957,Moderate,1
970,275,Moderate,1
275,972,Moderate,1
275,985,Moderate,1
275,1004,Moderate,1
275,1008,Major,0
275,1019,Moderate,1
275,1023,Moderate,1
275,1047,Moderate,1
275,1053,Moderate,1
275,1064,Moderate,1
275,1087,Moderate,1
275,1088,Moderate,1
275,1093,Moderate,1
275,1103,Moderate,1
275,1105,Moderate,1
275,1114,Moderate,1
275,1161,Moderate,1
275,1167,Moderate,1
275,1170,Moderate,1
275,1171,Moderate,1
275,1180,Moderate,1
275,1203,Moderate,1
275,1257,Moderate,1
275,1282,Moderate,1
275,1288,Moderate,1
275,1290,Minor,2
275,1310,Moderate,1
275,1326,Major,0
275,1327,Moderate,1
275,1345,Moderate,1
1356,275,Moderate,1
275,1376,Moderate,1
275,1380,Moderate,1
275,1396,Moderate,1
275,1397,Moderate,1
1398,275,Moderate,1
275,1403,Moderate,1
275,1419,Moderate,1
1437,275,Moderate,1
275,1426,Moderate,1
275,1455,Moderate,1
275,1458,Moderate,1
275,1507,Moderate,1
275,1508,Moderate,1
275,1526,Moderate,1
275,1534,Moderate,1
275,1535,Moderate,1
275,1536,Moderate,1
1537,275,Moderate,1
279,710,Moderate,1
279,713,Moderate,1
279,788,Moderate,1
279,1019,Moderate,1
279,1327,Moderate,1
279,1376,Moderate,1
279,1397,Moderate,1
279,1419,Moderate,1
2,282,Moderate,1
282,346,Major,0
354,282,Moderate,1
282,375,Major,0
282,376,Major,0
282,377,Major,0
282,383,Moderate,1
282,455,Moderate,1
282,472,Major,0
282,473,Major,0
282,505,Major,0
282,510,Major,0
282,511,Moderate,1
517,282,Major,0
282,526,Major,0
282,558,Moderate,1
282,567,Moderate,1
282,585,Major,0
282,592,Moderate,1
608,282,Moderate,1
282,654,Major,0
666,282,Moderate,1
282,684,Moderate,1
282,708,Major,0
282,709,Moderate,1
282,713,Moderate,1
282,767,Major,0
282,768,Moderate,1
282,769,Moderate,1
282,788,Major,0
282,793,Moderate,1
282,796,Major,0
801,282,Moderate,1
920,282,Minor,2
282,957,Major,0
282,971,Moderate,1
282,1004,Moderate,1
282,1019,Major,0
282,1020,Moderate,1
282,1064,Major,0
282,1085,Major,0
282,1087,Moderate,1
282,1093,Major,0
282,1103,Major,0
282,1170,Moderate,1
282,1171,Moderate,1
282,1257,Major,0
282,1282,Major,0
282,1288,Major,0
282,1326,Major,0
1346,282,Major,0
282,1372,Major,0
282,1376,Major,0
282,1381,Major,0
1398,282,Moderate,1
282,1403,Moderate,1
282,1419,Moderate,1
1457,282,Major,0
282,1458,Moderate,1
282,1492,Moderate,1
282,1519,Major,0
282,1525,Major,0
1534,282,Moderate,1
1535,282,Moderate,1
1536,282,Moderate,1
1537,282,Moderate,1
54,283,Major,0
352,283,Moderate,1
354,283,Moderate,1
600,283,Moderate,1
744,283,Moderate,1
745,283,Moderate,1
920,283,Moderate,1
283,928,Moderate,1
283,1085,Moderate,1
283,1203,Moderate,1
1457,283,Moderate,1
53,287,Minor,2
287,54,Major,0
287,342,Moderate,1
352,287,Moderate,1
354,287,Moderate,1
287,358,Moderate,1
431,287,Moderate,1
287,511,Moderate,1
287,539,Moderate,1
287,560,Moderate,1
666,287,Moderate,1
287,684,Moderate,1
287,710,Moderate,1
287,793,Moderate,1
801,287,Moderate,1
287,849,Moderate,1
886,287,Moderate,1
890,287,Moderate,1
287,928,Moderate,1
287,957,Moderate,1
287,1053,Moderate,1
287,1288,Moderate,1
287,1327,Moderate,1
287,1372,Moderate,1
287,1376,Moderate,1
287,1397,Moderate,1
287,1492,Moderate,1
287,1543,Moderate,1
288,600,Moderate,1
288,744,Moderate,1
288,745,Moderate,1
288,928,Moderate,1
288,1085,Moderate,1
288,1203,Moderate,1
288,1457,Moderate,1
289,320,Moderate,1
289,709,Moderate,1
289,710,Moderate,1
289,793,Major,0
289,920,Moderate,1
289,1403,Major,0
289,1419,Moderate,1
1437,289,Moderate,1
289,1458,Moderate,1
354,291,Moderate,1
291,1257,Moderate,1
1346,291,Moderate,1
354,292,Moderate,1
793,292,Major,0
920,292,Major,0
1180,292,Moderate,1
1403,292,Major,0
296,709,Moderate,1
308,295,Major,0
295,709,Moderate,1
295,1053,Moderate,1
308,297,Moderate,1
297,320,Major,0
297,352,Major,0
354,297,Major,0
297,710,Major,0
297,920,Major,0
297,1105,Moderate,1
297,1327,Major,0
297,1356,Major,0
297,1376,Major,0
297,1397,Major,0
2,298,Moderate,1
298,4,Moderate,1
298,79,Moderate,1
298,90,Major,0
308,298,Moderate,1
298,346,Major,0
354,298,Moderate,1
298,358,Moderate,1
298,375,Major,0
376,298,Moderate,1
377,298,Moderate,1
298,383,Moderate,1
472,298,Moderate,1
473,298,Moderate,1
298,505,Moderate,1
298,510,Moderate,1
298,511,Moderate,1
517,298,Moderate,1
298,526,Moderate,1
298,567,Major,0
298,585,Major,0
608,298,Moderate,1
298,653,Moderate,1
298,654,Moderate,1
666,298,Moderate,1
298,684,Moderate,1
298,703,Major,0
298,708,Moderate,1
298,709,Major,0
713,298,Major,0
298,767,Major,0
298,788,Moderate,1
298,789,Moderate,1
298,796,Moderate,1
799,298,Moderate,1
801,298,Moderate,1
298,849,Moderate,1
298,957,Moderate,1
298,1019,Moderate,1
1020,298,Moderate,1
298,1022,Moderate,1
298,1023,Moderate,1
298,1053,Major,0
298,1064,Major,0
298,1085,Major,0
298,1088,Moderate,1
298,1093,Major,0
298,1103,Major,0
298,1171,Major,0
298,1246,Major,0
298,1257,Major,0
298,1282,Moderate,1
298,1288,Moderate,1
298,1326,Major,0
1327,298,Moderate,1
1346,298,Moderate,1
298,1372,Moderate,1
1376,298,Moderate,1
1381,298,Moderate,1
298,1397,Moderate,1
1419,298,Moderate,1
1457,298,Major,0
298,1492,Moderate,1
298,1519,Major,0
298,1525,Major,0
299,334,Moderate,1
354,299,Minor,2
299,358,Moderate,1
299,361,Moderate,1
299,372,Minor,2
299,375,Major,0
431,299,Minor,2
299,455,Moderate,1
299,510,Moderate,1
517,299,Major,0
299,527,Moderate,1
299,560,Moderate,1
299,567,Moderate,1
299,585,Moderate,1
299,600,Minor,2
299,654,Moderate,1
299,703,Moderate,1
299,713,Moderate,1
299,744,Moderate,1
299,745,Moderate,1
299,768,Moderate,1
299,788,Moderate,1
299,789,Moderate,1
299,841,Major,0
299,849,Moderate,1
299,893,Minor,2
299,957,Moderate,1
299,1008,Major,0
299,1019,Moderate,1
299,1047,Moderate,1
299,1064,Moderate,1
299,1085,Moderate,1
299,1087,Moderate,1
299,1088,Moderate,1
299,1093,Moderate,1
299,1103,Major,0
299,1105,Moderate,1
299,1161,Moderate,1
299,1171,Minor,2
299,1257,Moderate,1
299,1290,Minor,2
299,1326,Major,0
299,1327,Moderate,1
299,1345,Moderate,1
299,1376,Moderate,1
299,1381,Major,0
299,1397,Moderate,1
299,1403,Moderate,1
299,1419,Moderate,1
299,1457,Moderate,1
299,1458,Moderate,1
299,1507,Moderate,1
299,1526,Moderate,1
299,1538,Minor,2
300,375,Moderate,1
300,567,Moderate,1
300,709,Moderate,1
300,788,Moderate,1
300,849,Moderate,1
300,1019,Moderate,1
300,1161,Moderate,1
1381,300,Major,0
1534,300,Moderate,1
2,303,Moderate,1
303,54,Major,0
303,320,Minor,2
303,334,Major,0
303,342,Moderate,1
303,346,Major,0
352,303,Minor,2
354,303,Moderate,1
303,356,Minor,2
303,359,Minor,2
303,362,Minor,2
303,372,Minor,2
303,375,Moderate,1
303,376,Moderate,1
303,377,Moderate,1
303,383,Moderate,1
303,455,Moderate,1
303,472,Moderate,1
303,473,Moderate,1
303,505,Moderate,1
303,510,Major,0
303,511,Moderate,1
517,303,Moderate,1
303,526,Moderate,1
527,303,Moderate,1
303,558,Minor,2
303,567,Minor,2
303,585,Major,0
589,303,Minor,2
303,592,Minor,2
303,600,Minor,2
608,303,Moderate,1
303,654,Moderate,1
666,303,Moderate,1
303,684,Moderate,1
303,699,Minor,2
303,703,Major,0
303,708,Moderate,1
303,709,Moderate,1
303,710,Minor,2
303,744,Moderate,1
303,745,Moderate,1
303,767,Major,0
303,788,Moderate,1
303,789,Moderate,1
303,796,Moderate,1
801,303,Moderate,1
303,841,Minor,2
303,849,Moderate,1
303,882,Minor,2
303,893,Minor,2
303,902,Minor,2
303,920,Moderate,1
303,928,Moderate,1
303,957,Moderate,1
970,303,Minor,2
303,972,Minor,2
303,985,Moderate,1
303,1008,Major,0
303,1019,Major,0
303,1020,Moderate,1
303,1047,Major,0
303,1064,Moderate,1
303,1085,Major,0
303,1087,Minor,2
303,1088,Moderate,1
303,1093,Major,0
303,1103,Moderate,1
303,1105,Moderate,1
303,1114,Minor,2
303,1161,Major,0
303,1167,Minor,2
303,1170,Moderate,1
303,1171,Moderate,1
303,1203,Minor,2
303,1257,Major,0
303,1282,Moderate,1
303,1288,Moderate,1
303,1290,Minor,2
303,1326,Major,0
303,1345,Major,0
1346,303,Moderate,1
1356,303,Minor,2
303,1372,Moderate,1
303,1376,Moderate,1
303,1381,Moderate,1
303,1396,Minor,2
303,1397,Moderate,1
1398,303,Minor,2
303,1403,Moderate,1
303,1419,Moderate,1
1437,303,Minor,2
303,1426,Minor,2
303,1446,Moderate,1
303,1455,Minor,2
303,1457,Major,0
303,1458,Moderate,1
303,1466,Minor,2
303,1492,Moderate,1
303,1507,Moderate,1
303,1508,Minor,2
303,1519,Major,0
303,1525,Major,0
303,1526,Major,0
303,1534,Minor,2
303,1535,Minor,2
303,1536,Minor,2
1537,303,Minor,2
352,305,Moderate,1
354,305,Moderate,1
305,744,Minor,2
305,745,Minor,2
2,306,Major,0
306,346,Major,0
354,306,Minor,2
306,358,Moderate,1
306,375,Major,0
306,376,Major,0
306,377,Major,0
306,383,Major,0
306,472,Major,0
