ID_A,ID_B,Level,label
1190,1349,Major,0
1190,1352,Moderate,1
1190,1389,Moderate,1
1190,1401,Minor,2
1407,1190,Moderate,1
1190,1449,Moderate,1
1451,1190,Moderate,1
1190,1474,Moderate,1
1190,1484,Moderate,1
1493,1190,Moderate,1
1190,1494,Moderate,1
1498,1190,Major,0
1190,1500,Moderate,1
1513,1190,Moderate,1
1190,1523,Moderate,1
1540,1190,Minor,2
1190,1557,Minor,2
1190,1558,Minor,2
590,10,Major,0
590,68,Minor,2
590,70,Minor,2
590,304,Major,0
590,657,Major,0
590,660,Major,0
590,661,Moderate,1
590,667,Moderate,1
590,868,Moderate,1
590,871,Moderate,1
590,1095,Major,0
590,1129,Moderate,1
590,1317,Minor,2
590,1449,Major,0
68,591,Moderate,1
70,591,Moderate,1
1168,591,Moderate,1
1355,591,Moderate,1
10,594,Moderate,1
594,40,Minor,2
68,594,Moderate,1
70,594,Moderate,1
594,208,Minor,2
594,657,Moderate,1
594,660,Moderate,1
594,661,Moderate,1
594,662,Moderate,1
594,865,Minor,2
594,868,Moderate,1
594,872,Minor,2
594,1129,Moderate,1
594,1352,Moderate,1
594,1449,Moderate,1
1493,594,Moderate,1
10,598,Minor,2
656,598,Minor,2
598,657,Minor,2
660,598,Minor,2
598,1449,Minor,2
1493,598,Minor,2
601,662,Moderate,1
982,601,Moderate,1
10,602,Moderate,1
657,602,Moderate,1
660,602,Moderate,1
1449,602,Moderate,1
10,603,Moderate,1
603,40,Minor,2
603,18,Moderate,1
304,603,Major,0
603,313,Moderate,1
603,405,Moderate,1
603,657,Moderate,1
603,660,Moderate,1
603,661,Moderate,1
603,662,Moderate,1
603,664,Moderate,1
603,667,Moderate,1
603,865,Minor,2
603,866,Minor,2
603,868,Moderate,1
603,871,Moderate,1
603,872,Minor,2
879,603,Moderate,1
982,603,Major,0
603,1095,Moderate,1
603,1129,Moderate,1
603,1317,Moderate,1
603,1449,Moderate,1
1493,603,Moderate,1
10,604,Minor,2
604,657,Minor,2
604,660,Minor,2
604,1449,Minor,2
1493,604,Minor,2
10,606,Moderate,1
606,405,Moderate,1
606,657,Moderate,1
606,660,Moderate,1
606,1177,Moderate,1
606,1241,Minor,2
606,1317,Moderate,1
606,1355,Moderate,1
606,1449,Moderate,1
608,304,Major,0
608,661,Moderate,1
608,667,Moderate,1
608,868,Moderate,1
608,871,Moderate,1
608,1095,Major,0
608,1129,Moderate,1
660,612,Moderate,1
613,10,Moderate,1
613,304,Major,0
613,405,Major,0
613,657,Moderate,1
613,660,Moderate,1
613,662,Moderate,1
613,667,Major,0
613,879,Major,0
613,982,Moderate,1
613,1317,Major,0
613,1449,Moderate,1
616,405,Moderate,1
616,1317,Moderate,1
10,618,Moderate,1
304,618,Major,0
401,618,Moderate,1
657,618,Moderate,1
660,618,Moderate,1
667,618,Moderate,1
1241,618,Moderate,1
1449,618,Moderate,1
1493,618,Moderate,1
304,619,Major,0
330,619,Moderate,1
657,619,Moderate,1
660,619,Moderate,1
1317,619,Minor,2
1449,619,Moderate,1
1493,619,Moderate,1
620,68,Major,0
620,70,Major,0
620,304,Major,0
620,661,Moderate,1
620,667,Moderate,1
620,868,Moderate,1
620,871,Moderate,1
620,1095,Major,0
620,1129,Moderate,1
620,1355,Major,0
10,622,Moderate,1
622,40,Minor,2
622,208,Minor,2
622,657,Moderate,1
622,660,Moderate,1
622,661,Moderate,1
622,865,Minor,2
622,866,Minor,2
622,871,Minor,2
622,872,Minor,2
622,1177,Major,0
622,1449,Moderate,1
10,624,Moderate,1
624,18,Moderate,1
439,624,Moderate,1
657,624,Moderate,1
660,624,Moderate,1
982,624,Moderate,1
1241,624,Moderate,1
1449,624,Moderate,1
1493,624,Moderate,1
304,626,Moderate,1
330,626,Moderate,1
660,626,Moderate,1
662,626,Moderate,1
667,626,Moderate,1
1317,626,Moderate,1
1493,626,Moderate,1
304,627,Major,0
660,627,Moderate,1
661,627,Moderate,1
662,627,Minor,2
667,627,Moderate,1
868,627,Moderate,1
871,627,Moderate,1
1095,627,Major,0
1129,627,Moderate,1
1493,627,Minor,2
628,405,Major,0
667,628,Major,0
982,628,Moderate,1
628,1317,Major,0
10,630,Moderate,1
68,630,Moderate,1
70,630,Moderate,1
630,18,Moderate,1
304,630,Major,0
630,657,Moderate,1
630,660,Moderate,1
630,661,Moderate,1
630,868,Moderate,1
630,1129,Moderate,1
630,1317,Moderate,1
630,1355,Major,0
630,1449,Moderate,1
1493,630,Moderate,1
631,40,Minor,2
631,865,Minor,2
631,866,Minor,2
631,871,Minor,2
982,631,Major,0
631,1317,Moderate,1
103,641,Moderate,1
304,641,Moderate,1
641,662,Moderate,1
641,667,Moderate,1
641,1304,Moderate,1
68,643,Major,0
70,643,Major,0
1355,643,Major,0
68,644,Moderate,1
70,644,Moderate,1
330,647,Moderate,1
647,1241,Moderate,1
1493,647,Moderate,1
10,649,Moderate,1
656,649,Moderate,1
657,649,Moderate,1
660,649,Moderate,1
1449,649,Moderate,1
10,650,Major,0
650,40,Moderate,1
650,104,Moderate,1
650,208,Moderate,1
650,210,Moderate,1
650,211,Moderate,1
650,213,Moderate,1
650,215,Moderate,1
650,746,Moderate,1
304,650,Major,0
657,650,Major,0
660,650,Major,0
650,661,Moderate,1
667,650,Moderate,1
650,771,Moderate,1
650,865,Moderate,1
650,866,Moderate,1
650,868,Moderate,1
650,869,Moderate,1
650,871,Moderate,1
650,872,Moderate,1
1095,650,Major,0
650,1129,Moderate,1
1449,650,Major,0
1493,650,Moderate,1
650,1558,Moderate,1
304,653,Major,0
330,653,Moderate,1
501,653,Moderate,1
661,653,Moderate,1
662,653,Moderate,1
667,653,Moderate,1
868,653,Moderate,1
871,653,Moderate,1
933,653,Moderate,1
981,653,Moderate,1
991,653,Moderate,1
994,653,Minor,2
1095,653,Major,0
1129,653,Moderate,1
1493,653,Moderate,1
304,654,Major,0
330,654,Moderate,1
661,654,Moderate,1
662,654,Moderate,1
667,654,Moderate,1
868,654,Moderate,1
871,654,Moderate,1
1095,654,Major,0
1129,654,Moderate,1
1493,654,Moderate,1
400,655,Moderate,1
535,655,Moderate,1
583,655,Minor,2
991,655,Moderate,1
994,655,Minor,2
1055,655,Moderate,1
1220,655,Minor,2
1286,655,Major,0
1325,655,Major,0
1493,655,Moderate,1
656,45,Minor,2
656,134,Moderate,1
656,142,Moderate,1
656,403,Minor,2
656,431,Moderate,1
656,454,Moderate,1
656,1505,Minor,2
656,694,Moderate,1
656,905,Moderate,1
656,908,Moderate,1
656,922,Moderate,1
656,937,Minor,2
656,1015,Moderate,1
656,1143,Moderate,1
656,1214,Moderate,1
833,657,Minor,2
657,40,Moderate,1
45,657,Minor,2
53,657,Minor,2
54,657,Major,0
64,657,Moderate,1
72,657,Moderate,1
134,657,Moderate,1
142,657,Moderate,1
657,164,Moderate,1
181,657,Moderate,1
657,208,Moderate,1
232,657,Moderate,1
657,18,Moderate,1
286,657,Moderate,1
657,294,Moderate,1
302,657,Major,0
323,657,Moderate,1
657,342,Moderate,1
657,390,Moderate,1
657,403,Minor,2
657,405,Moderate,1
428,657,Moderate,1
431,657,Moderate,1
434,657,Moderate,1
454,657,Moderate,1
507,657,Major,0
540,657,Moderate,1
657,542,Moderate,1
646,657,Major,0
666,657,Moderate,1
669,657,Major,0
672,657,Moderate,1
657,673,Moderate,1
657,677,Minor,2
1505,657,Minor,2
657,684,Moderate,1
694,657,Moderate,1
657,698,Moderate,1
657,710,Moderate,1
657,711,Moderate,1
715,657,Moderate,1
657,717,Moderate,1
718,657,Moderate,1
719,657,Moderate,1
723,657,Moderate,1
754,657,Moderate,1
657,798,Moderate,1
657,807,Moderate,1
839,657,Major,0
657,865,Moderate,1
657,866,Moderate,1
657,871,Moderate,1
879,657,Moderate,1
884,657,Moderate,1
657,897,Moderate,1
905,657,Moderate,1
908,657,Moderate,1
914,657,Moderate,1
657,921,Moderate,1
922,657,Moderate,1
930,657,Minor,2
937,657,Minor,2
992,657,Major,0
657,1015,Moderate,1
657,1039,Moderate,1
657,1108,Moderate,1
1121,657,Moderate,1
1136,657,Moderate,1
1143,657,Moderate,1
657,1169,Moderate,1
1199,657,Moderate,1
1207,657,Moderate,1
1209,657,Moderate,1
1214,657,Moderate,1
657,1230,Moderate,1
1231,657,Moderate,1
1241,657,Moderate,1
1252,657,Moderate,1
1273,657,Moderate,1
1279,657,Moderate,1
657,1317,Moderate,1
657,1329,Minor,2
657,780,Minor,2
1294,657,Moderate,1
657,1349,Major,0
657,1352,Moderate,1
1363,657,Moderate,1
657,1364,Moderate,1
1365,657,Moderate,1
657,1368,Moderate,1
1369,657,Moderate,1
1401,657,Moderate,1
1407,657,Moderate,1
1423,657,Moderate,1
1425,657,Moderate,1
1451,657,Moderate,1
1474,657,Moderate,1
1478,657,Moderate,1
1479,657,Moderate,1
657,29,Moderate,1
1498,657,Major,0
1513,657,Moderate,1
833,660,Minor,2
660,40,Moderate,1
45,660,Minor,2
53,660,Minor,2
54,660,Major,0
64,660,Moderate,1
72,660,Moderate,1
660,78,Moderate,1
134,660,Moderate,1
142,660,Moderate,1
660,164,Moderate,1
181,660,Moderate,1
660,208,Moderate,1
232,660,Moderate,1
660,18,Moderate,1
286,660,Moderate,1
660,294,Moderate,1
302,660,Major,0
323,660,Moderate,1
660,342,Moderate,1
660,390,Moderate,1
660,403,Minor,2
660,405,Moderate,1
425,660,Moderate,1
428,660,Moderate,1
431,660,Moderate,1
434,660,Moderate,1
454,660,Moderate,1
507,660,Major,0
540,660,Moderate,1
660,542,Moderate,1
660,646,Major,0
666,660,Moderate,1
669,660,Major,0
672,660,Moderate,1
660,673,Moderate,1
660,677,Minor,2
1505,660,Minor,2
660,684,Moderate,1
694,660,Moderate,1
660,698,Moderate,1
660,710,Moderate,1
660,711,Moderate,1
715,660,Moderate,1
660,717,Moderate,1
718,660,Moderate,1
719,660,Moderate,1
723,660,Moderate,1
754,660,Moderate,1
660,798,Moderate,1
660,807,Moderate,1
839,660,Major,0
660,865,Moderate,1
660,866,Moderate,1
660,871,Moderate,1
879,660,Moderate,1
884,660,Moderate,1
660,897,Moderate,1
905,660,Moderate,1
908,660,Moderate,1
914,660,Moderate,1
660,921,Moderate,1
922,660,Moderate,1
930,660,Minor,2
937,660,Minor,2
992,660,Major,0
660,1015,Moderate,1
660,1039,Moderate,1
660,1108,Moderate,1
1121,660,Moderate,1
1136,660,Moderate,1
1143,660,Moderate,1
660,1169,Moderate,1
660,1199,Moderate,1
1207,660,Moderate,1
1209,660,Moderate,1
1214,660,Moderate,1
660,1230,Moderate,1
1231,660,Moderate,1
1241,660,Moderate,1
1252,660,Moderate,1
1273,660,Moderate,1
1279,660,Moderate,1
660,1317,Moderate,1
660,1329,Minor,2
660,780,Minor,2
1294,660,Moderate,1
660,1349,Major,0
660,1352,Moderate,1
1363,660,Moderate,1
660,1364,Moderate,1
1365,660,Moderate,1
660,1368,Moderate,1
1369,660,Moderate,1
1401,660,Moderate,1
1407,660,Moderate,1
1423,660,Moderate,1
1425,660,Moderate,1
1451,660,Moderate,1
660,1474,Moderate,1
1478,660,Moderate,1
1479,660,Moderate,1
660,29,Moderate,1
1498,660,Major,0
1513,660,Moderate,1
134,663,Minor,2
142,663,Minor,2
232,663,Moderate,1
663,491,Moderate,1
694,663,Minor,2
700,663,Moderate,1
718,663,Minor,2
905,663,Moderate,1
663,1108,Moderate,1
663,1169,Minor,2
663,1474,Minor,2
64,664,Moderate,1
112,664,Moderate,1
664,278,Moderate,1
286,664,Moderate,1
664,349,Moderate,1
355,664,Moderate,1
387,664,Moderate,1
404,664,Moderate,1
442,664,Moderate,1
679,664,Moderate,1
700,664,Moderate,1
715,664,Moderate,1
752,664,Moderate,1
905,664,Moderate,1
914,664,Moderate,1
664,921,Moderate,1
1121,664,Moderate,1
664,1127,Moderate,1
1148,664,Moderate,1
1209,664,Moderate,1
1214,664,Moderate,1
1231,664,Moderate,1
1423,664,Moderate,1
1425,664,Moderate,1
1478,664,Moderate,1
1479,664,Moderate,1
1482,664,Moderate,1
664,29,Moderate,1
1490,664,Moderate,1
1029,313,Minor,2
966,1095,Moderate,1
666,10,Moderate,1
666,304,Major,0
666,661,Moderate,1
666,667,Moderate,1
666,868,Moderate,1
666,871,Moderate,1
666,1095,Major,0
666,1129,Moderate,1
666,1449,Moderate,1
666,1493,Moderate,1
667,1072,Major,0
2,667,Moderate,1
64,667,Major,0
72,667,Moderate,1
96,667,Moderate,1
667,129,Major,0
667,146,Major,0
667,147,Moderate,1
667,168,Moderate,1
286,667,Moderate,1
304,667,Major,0
667,405,Major,0
667,414,Moderate,1
667,473,Moderate,1
667,646,Major,0
667,661,Moderate,1
669,667,Major,0
667,678,Major,0
679,667,Major,0
667,680,Moderate,1
667,684,Moderate,1
695,667,Moderate,1
667,698,Major,0
700,667,Moderate,1
705,667,Major,0
667,708,Moderate,1
667,709,Moderate,1
667,711,Major,0
713,667,Moderate,1
715,667,Major,0
667,717,Moderate,1
750,667,Moderate,1
667,798,Moderate,1
667,802,Major,0
667,839,Moderate,1
667,842,Moderate,1
667,868,Moderate,1
667,871,Moderate,1
667,905,Major,0
667,921,Moderate,1
982,667,Moderate,1
667,1095,Major,0
1121,667,Moderate,1
667,1128,Minor,2
667,1129,Moderate,1
667,1197,Moderate,1
667,1200,Moderate,1
1209,667,Moderate,1
667,1231,Major,0
667,1247,Moderate,1
1273,667,Moderate,1
667,1317,Major,0
667,1349,Major,0
1375,667,Moderate,1
667,1389,Moderate,1
1401,667,Moderate,1
1402,667,Moderate,1
1425,667,Major,0
1478,667,Moderate,1
1479,667,Moderate,1
667,29,Moderate,1
1493,667,Moderate,1
1499,667,Major,0
330,674,Moderate,1
1493,674,Moderate,1
10,677,Minor,2
1449,677,Minor,2
1493,677,Minor,2
10,1505,Minor,2
1505,1449,Minor,2
1493,1505,Minor,2
679,304,Major,0
679,313,Moderate,1
679,661,Moderate,1
679,662,Moderate,1
679,868,Moderate,1
679,871,Moderate,1
679,879,Moderate,1
982,679,Major,0
679,1095,Major,0
679,1129,Moderate,1
679,1317,Moderate,1
10,684,Moderate,1
304,684,Major,0
684,661,Moderate,1
684,868,Moderate,1
684,871,Moderate,1
1095,684,Major,0
1129,684,Moderate,1
1449,684,Moderate,1
1493,684,Moderate,1
690,662,Moderate,1
695,104,Moderate,1
695,313,Moderate,1
695,405,Moderate,1
695,771,Moderate,1
982,695,Major,0
695,1317,Moderate,1
662,697,Moderate,1
1317,697,Moderate,1
10,698,Moderate,1
698,40,Moderate,1
104,698,Moderate,1
698,208,Moderate,1
304,698,Major,0
698,661,Moderate,1
771,698,Moderate,1
698,865,Moderate,1
698,866,Moderate,1
698,868,Moderate,1
698,871,Moderate,1
872,698,Moderate,1
1095,698,Major,0
698,1129,Moderate,1
1449,698,Moderate,1
700,304,Major,0
700,313,Moderate,1
700,661,Moderate,1
700,868,Moderate,1
700,871,Moderate,1
982,700,Major,0
700,1095,Major,0
700,1129,Moderate,1
700,1317,Moderate,1
743,1449,Minor,2
330,703,Moderate,1
405,703,Moderate,1
1317,703,Moderate,1
1493,703,Moderate,1
705,304,Major,0
705,661,Moderate,1
705,868,Moderate,1
705,871,Moderate,1
705,1095,Major,0
705,1129,Moderate,1
304,708,Major,0
1095,708,Major,0
304,709,Major,0
330,709,Moderate,1
401,709,Moderate,1
1015,709,Moderate,1
1317,709,Minor,2
1352,709,Moderate,1
1493,709,Moderate,1
10,710,Moderate,1
68,710,Moderate,1
70,710,Moderate,1
982,710,Moderate,1
1355,710,Moderate,1
1449,710,Moderate,1
1493,710,Moderate,1
10,711,Moderate,1
304,711,Major,0
313,711,Moderate,1
711,661,Moderate,1
711,662,Moderate,1
711,868,Moderate,1
711,871,Moderate,1
982,711,Major,0
1095,711,Major,0
1129,711,Moderate,1
1317,711,Moderate,1
1449,711,Moderate,1
1493,711,Moderate,1
712,405,Moderate,1
712,513,Moderate,1
712,661,Moderate,1
712,1095,Moderate,1
712,1317,Moderate,1
304,713,Major,0
330,713,Moderate,1
713,405,Moderate,1
713,662,Moderate,1
713,1317,Minor,2
713,1449,Moderate,1
1493,713,Moderate,1
192,714,Major,0
10,715,Moderate,1
715,18,Moderate,1
715,304,Major,0
715,313,Moderate,1
715,405,Major,0
715,662,Moderate,1
715,879,Moderate,1
982,715,Moderate,1
715,1095,Major,0
715,1317,Major,0
715,1449,Moderate,1
1493,715,Moderate,1
304,717,Moderate,1
330,717,Minor,2
513,717,Moderate,1
515,717,Moderate,1
516,717,Moderate,1
879,717,Moderate,1
1317,717,Moderate,1
1449,717,Moderate,1
1493,717,Moderate,1
10,718,Moderate,1
68,718,Moderate,1
70,718,Moderate,1
718,209,Moderate,1
718,210,Moderate,1
718,211,Moderate,1
212,718,Moderate,1
718,213,Moderate,1
718,215,Moderate,1
304,718,Major,0
313,718,Minor,2
718,439,Moderate,1
718,661,Moderate,1
718,868,Moderate,1
718,871,Moderate,1
718,1129,Moderate,1
718,1317,Moderate,1
718,1449,Moderate,1
1493,718,Moderate,1
719,10,Moderate,1
719,304,Major,0
719,401,Moderate,1
719,1317,Minor,2
719,1449,Moderate,1
1493,719,Moderate,1
723,10,Moderate,1
723,40,Minor,2
723,405,Moderate,1
723,865,Minor,2
723,866,Minor,2
723,871,Minor,2
723,872,Minor,2
723,1177,Moderate,1
723,1317,Moderate,1
723,1355,Moderate,1
723,1449,Moderate,1
390,753,Moderate,1
398,753,Moderate,1
672,753,Moderate,1
773,753,Moderate,1
1252,753,Moderate,1
1383,753,Moderate,1
10,18,Moderate,1
56,18,Moderate,1
64,18,Moderate,1
195,18,Moderate,1
286,18,Moderate,1
368,18,Moderate,1
388,18,Moderate,1
435,18,Moderate,1
898,18,Moderate,1
905,18,Moderate,1
914,18,Moderate,1
917,18,Moderate,1
921,18,Moderate,1
1073,18,Moderate,1
1084,18,Moderate,1
1121,18,Moderate,1
1128,18,Moderate,1
1209,18,Moderate,1
1214,18,Moderate,1
1294,18,Moderate,1
1423,18,Moderate,1
1425,18,Moderate,1
1449,18,Moderate,1
1478,18,Moderate,1
1479,18,Moderate,1
29,18,Moderate,1
459,1559,Major,0
893,1559,Minor,2
40,1268,Moderate,1
1268,865,Moderate,1
1268,866,Moderate,1
1268,871,Moderate,1
1095,1268,Moderate,1
1493,1268,Moderate,1
1317,1418,Moderate,1
10,72,Moderate,1
72,40,Moderate,1
304,72,Major,0
330,72,Minor,2
72,401,Moderate,1
72,865,Moderate,1
72,866,Moderate,1
72,871,Moderate,1
72,1317,Minor,2
72,1449,Moderate,1
1493,72,Moderate,1
2,661,Moderate,1
96,661,Moderate,1
129,661,Moderate,1
134,661,Moderate,1
142,661,Moderate,1
146,661,Moderate,1
286,661,Moderate,1
304,661,Moderate,1
388,661,Minor,2
435,661,Moderate,1
661,593,Moderate,1
646,661,Moderate,1
669,661,Moderate,1
678,661,Moderate,1
694,661,Moderate,1
745,661,Moderate,1
802,661,Moderate,1
839,661,Moderate,1
905,661,Moderate,1
921,661,Moderate,1
1084,661,Minor,2
1121,661,Moderate,1
1169,661,Moderate,1
1197,661,Moderate,1
1200,661,Moderate,1
1209,661,Moderate,1
1229,661,Moderate,1
1231,661,Moderate,1
661,1247,Moderate,1
1349,661,Moderate,1
1401,661,Moderate,1
1402,661,Moderate,1
1425,661,Moderate,1
1474,661,Moderate,1
1478,661,Moderate,1
1479,661,Moderate,1
29,661,Moderate,1
1509,661,Moderate,1
833,10,Minor,2
833,1449,Minor,2
833,1493,Minor,2
45,10,Minor,2
45,1449,Minor,2
1493,45,Minor,2
49,68,Moderate,1
49,70,Moderate,1
49,1168,Major,0
49,1355,Moderate,1
56,513,Minor,2
1241,56,Moderate,1
982,1121,Major,0
513,62,Minor,2
10,64,Moderate,1
64,304,Major,0
64,313,Moderate,1
64,405,Major,0
64,662,Moderate,1
64,879,Moderate,1
982,64,Moderate,1
64,1095,Major,0
64,1317,Major,0
64,1449,Moderate,1
134,68,Moderate,1
142,68,Moderate,1
330,68,Minor,2
68,435,Moderate,1
68,466,Moderate,1
68,651,Moderate,1
68,694,Moderate,1
68,730,Major,0
68,731,Major,0
68,739,Major,0
68,740,Major,0
68,802,Major,0
68,925,Moderate,1
68,943,Moderate,1
68,1009,Moderate,1
68,1092,Moderate,1
68,1157,Moderate,1
68,1169,Moderate,1
68,1235,Moderate,1
68,1243,Moderate,1
68,1339,Moderate,1
68,1355,Moderate,1
68,1474,Moderate,1
68,1500,Moderate,1
68,1508,Moderate,1
68,1523,Moderate,1
134,70,Moderate,1
142,70,Moderate,1
330,70,Minor,2
70,435,Moderate,1
70,466,Moderate,1
70,651,Moderate,1
70,694,Moderate,1
70,730,Major,0
70,731,Major,0
70,739,Major,0
70,740,Major,0
70,802,Major,0
70,925,Moderate,1
70,943,Moderate,1
70,1009,Moderate,1
70,1092,Moderate,1
70,1157,Moderate,1
70,1169,Moderate,1
70,1235,Moderate,1
70,1243,Moderate,1
70,1339,Moderate,1
70,1355,Moderate,1
70,1474,Moderate,1
70,1500,Moderate,1
70,1508,Moderate,1
70,1523,Moderate,1
87,405,Moderate,1
87,1317,Moderate,1
103,387,Moderate,1
103,752,Moderate,1
103,1147,Moderate,1
103,1148,Moderate,1
1375,103,Moderate,1
304,129,Major,0
330,129,Moderate,1
129,868,Moderate,1
129,871,Moderate,1
1015,129,Moderate,1
1095,129,Major,0
1129,129,Moderate,1
1352,129,Moderate,1
1493,129,Moderate,1
861,148,Minor,2
10,164,Moderate,1
405,164,Moderate,1
1317,164,Moderate,1
1449,164,Moderate,1
982,404,Moderate,1
195,439,Moderate,1
195,982,Major,0
195,1317,Moderate,1
10,208,Moderate,1
120,208,Moderate,1
146,208,Moderate,1
605,208,Minor,2
646,208,Moderate,1
669,208,Moderate,1
676,208,Minor,2
839,208,Moderate,1
1231,208,Moderate,1
1241,208,Minor,2
1349,208,Moderate,1
1449,208,Moderate,1
134,209,Moderate,1
142,209,Moderate,1
209,146,Moderate,1
388,209,Moderate,1
209,435,Major,0
694,209,Moderate,1
1084,209,Moderate,1
209,1169,Moderate,1
1474,209,Moderate,1
40,210,Major,0
134,210,Moderate,1
142,210,Moderate,1
146,210,Moderate,1
232,210,Moderate,1
302,210,Moderate,1
388,210,Moderate,1
435,210,Moderate,1
507,210,Moderate,1
646,210,Moderate,1
669,210,Moderate,1
694,210,Moderate,1
839,210,Moderate,1
992,210,Moderate,1
1084,210,Moderate,1
1108,210,Moderate,1
1169,210,Moderate,1
1349,210,Moderate,1
1433,210,Moderate,1
1474,210,Moderate,1
1498,210,Moderate,1
134,211,Moderate,1
142,211,Moderate,1
146,211,Moderate,1
232,211,Moderate,1
302,211,Moderate,1
388,211,Moderate,1
435,211,Moderate,1
507,211,Moderate,1
646,211,Moderate,1
669,211,Moderate,1
694,211,Moderate,1
839,211,Moderate,1
992,211,Moderate,1
1084,211,Moderate,1
1108,211,Moderate,1
1169,211,Moderate,1
1349,211,Moderate,1
1433,211,Moderate,1
1474,211,Moderate,1
1498,211,Moderate,1
134,213,Moderate,1
142,213,Moderate,1
146,213,Moderate,1
232,213,Moderate,1
302,213,Moderate,1
388,213,Moderate,1
435,213,Major,0
507,213,Moderate,1
646,213,Moderate,1
669,213,Moderate,1
694,213,Moderate,1
839,213,Moderate,1
992,213,Moderate,1
1084,213,Moderate,1
1108,213,Moderate,1
1169,213,Moderate,1
1349,213,Moderate,1
1433,213,Moderate,1
1474,213,Moderate,1
1498,213,Moderate,1
134,215,Moderate,1
142,215,Moderate,1
146,215,Moderate,1
232,215,Moderate,1
302,215,Moderate,1
388,215,Moderate,1
435,215,Moderate,1
507,215,Moderate,1
646,215,Moderate,1
669,215,Moderate,1
694,215,Moderate,1
839,215,Moderate,1
992,215,Moderate,1
1084,215,Moderate,1
1108,215,Moderate,1
1169,215,Moderate,1
1349,215,Moderate,1
1433,215,Moderate,1
1474,215,Moderate,1
1498,215,Moderate,1
237,40,Moderate,1
404,1317,Moderate,1
10,286,Moderate,1
286,40,Minor,2
286,304,Major,0
286,313,Moderate,1
286,662,Moderate,1
286,865,Minor,2
286,866,Minor,2
286,868,Moderate,1
286,871,Moderate,1
286,872,Minor,2
286,879,Moderate,1
982,286,Major,0
286,1095,Moderate,1
286,1129,Moderate,1
286,1317,Moderate,1
286,1449,Moderate,1
1493,286,Moderate,1
112,313,Moderate,1
134,313,Minor,2
142,313,Minor,2
232,313,Moderate,1
313,349,Moderate,1
355,313,Moderate,1
313,414,Moderate,1
313,694,Minor,2
313,802,Moderate,1
313,905,Moderate,1
313,914,Moderate,1
982,313,Moderate,1
313,1108,Moderate,1
313,1121,Moderate,1
313,1127,Moderate,1
313,1169,Minor,2
1209,313,Moderate,1
313,1214,Moderate,1
1423,313,Moderate,1
1425,313,Moderate,1
313,1474,Minor,2
313,1478,Moderate,1
1479,313,Moderate,1
1482,313,Moderate,1
313,29,Moderate,1
313,1490,Moderate,1
330,96,Major,0
330,146,Moderate,1
330,168,Moderate,1
330,268,Moderate,1
330,304,Moderate,1
330,342,Moderate,1
330,428,Moderate,1
431,330,Moderate,1
330,524,Moderate,1
330,540,Moderate,1
330,542,Moderate,1
330,678,Major,0
330,809,Moderate,1
330,802,Major,0
330,840,Major,0
330,842,Major,0
939,330,Moderate,1
330,1039,Moderate,1
330,1087,Moderate,1
330,1207,Moderate,1
330,1230,Moderate,1
330,1231,Moderate,1
330,1317,Minor,2
330,1389,Moderate,1
330,1402,Major,0
330,1513,Moderate,1
10,1199,Moderate,1
1199,662,Major,0
1199,1449,Moderate,1
10,342,Moderate,1
1449,342,Moderate,1
1493,342,Moderate,1
1207,10,Moderate,1
1207,1449,Moderate,1
1493,1207,Moderate,1
355,405,Moderate,1
982,355,Moderate,1
355,1317,Moderate,1
1493,368,Moderate,1
388,40,Moderate,1
388,104,Moderate,1
212,388,Moderate,1
388,746,Moderate,1
388,771,Moderate,1
388,865,Moderate,1
388,866,Moderate,1
388,868,Moderate,1
388,869,Moderate,1
388,871,Moderate,1
388,1241,Moderate,1
388,1558,Moderate,1
10,434,Moderate,1
434,40,Minor,2
434,104,Minor,2
434,405,Moderate,1
434,771,Minor,2
434,865,Minor,2
434,1177,Moderate,1
434,1317,Moderate,1
434,1355,Moderate,1
434,1449,Moderate,1
982,442,Moderate,1
10,454,Moderate,1
879,454,Moderate,1
454,1317,Moderate,1
454,1449,Moderate,1
1493,454,Moderate,1
506,1355,Moderate,1
232,516,Moderate,1
516,524,Major,0
750,516,Moderate,1
516,773,Moderate,1
939,516,Major,0
516,1108,Moderate,1
516,1273,Moderate,1
516,1317,Moderate,1
516,1401,Moderate,1
1369,10,Moderate,1
1369,1449,Moderate,1
302,746,Moderate,1
507,746,Moderate,1
746,642,Moderate,1
646,746,Moderate,1
669,746,Moderate,1
839,746,Moderate,1
746,865,Moderate,1
746,866,Moderate,1
746,871,Moderate,1
992,746,Moderate,1
1084,746,Moderate,1
1349,746,Moderate,1
1433,746,Moderate,1
1498,746,Moderate,1
1540,746,Moderate,1
746,1558,Minor,2
40,577,Moderate,1
865,577,Moderate,1
866,577,Moderate,1
871,577,Moderate,1
1558,577,Minor,2
40,578,Moderate,1
865,578,Moderate,1
866,578,Moderate,1
871,578,Moderate,1
1558,578,Minor,2
40,579,Moderate,1
865,579,Moderate,1
866,579,Moderate,1
871,579,Moderate,1
1558,579,Minor,2
2,871,Moderate,1
10,40,Moderate,1
96,871,Moderate,1
120,40,Moderate,1
134,871,Moderate,1
142,871,Moderate,1
181,40,Minor,2
40,200,Moderate,1
746,40,Moderate,1
302,40,Moderate,1
304,871,Moderate,1
425,871,Minor,2
435,40,Minor,2
507,40,Moderate,1
646,40,Moderate,1
669,40,Moderate,1
678,871,Moderate,1
694,871,Moderate,1
754,40,Minor,2
